# 1: Detection or Track-id,2: Video or Image Identifier,3: Unique Frame Identifier,4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),8: Detection or Length Confidence,9: Target Length (0 or -1 if invalid),10-11+: Repeated Species,Confidence Pairs or Attributes
# metadata,fps: 1,"exported_by: ""dive:typescript""","exported_time: ""12/13/2021, 8:53:38 AM"""
1,Produce_06120.jpg,51,498,1251,640,1372,1,-1,urchin,1
1,Produce_06240.jpg,52,499,1250,639,1375,1,-1,urchin,1
1,Produce_06360.jpg,53,494,1263,636,1388,1,-1,urchin,1
1,Produce_06480.jpg,54,496,1275,633,1400,1,-1,urchin,1
1,Produce_06600.jpg,55,494,1269,630,1394,1,-1,urchin,1
1,Produce_06720.jpg,56,493,1277,630,1387,1,-1,urchin,1
1,Produce_06840.jpg,57,488,1269,628,1384,1,-1,urchin,1
1,Produce_06960.jpg,58,485,1261,625,1380,1,-1,urchin,1
1,Produce_07080.jpg,59,486,1253,622,1377,1,-1,urchin,1
1,Produce_07200.jpg,60,480,1273,603,1391,1,-1,urchin,1
1,Produce_07320.jpg,61,480,1278,597,1392,1,-1,urchin,1
1,Produce_07440.jpg,62,480,1282,590,1393,1,-1,urchin,1
1,Produce_07560.jpg,63,480,1285,582,1393,1,-1,urchin,1
1,Produce_07680.jpg,64,480,1282,573,1393,1,-1,urchin,1
1,Produce_07800.jpg,65,481,1284,571,1393,1,-1,urchin,1
1,Produce_07920.jpg,66,479,1280,569,1393,1,-1,urchin,1
1,Produce_08040.jpg,67,480,1300,562,1399,1,-1,urchin,1
1,Produce_08160.jpg,68,480,1316,544,1415,1,-1,urchin,1
1,Produce_08280.jpg,69,480,1336,534,1421,1,-1,urchin,1
1,Produce_08400.jpg,70,480,1343,522,1428,1,-1,urchin,1
1,Produce_08520.jpg,71,480,1343,520.5,1428,1,-1,urchin,1
1,Produce_08640.jpg,72,480,1343,519,1428,1,-1,urchin,1
1,Produce_08760.jpg,73,480,1343,515,1428,1,-1,urchin,1
1,Produce_08880.jpg,74,480,1343,511,1428,1,-1,urchin,1
1,Produce_09000.jpg,75,480,1370,499,1428,1,-1,urchin,1
1,Produce_09120.jpg,76,480,1370,500,1428,1,-1,urchin,1
2,Produce_00000.jpg,0,1546,833,1671,959,1,-1,urchin,1
2,Produce_00120.jpg,1,1541,832,1666,958,1,-1,urchin,1
2,Produce_00240.jpg,2,1541,832,1666,958,1,-1,urchin,1
2,Produce_00360.jpg,3,1541,832,1666,958,1,-1,urchin,1
2,Produce_00480.jpg,4,1541,832,1666,958,1,-1,urchin,1
2,Produce_00600.jpg,5,1541,832,1666,958,1,-1,urchin,1
2,Produce_00720.jpg,6,1541,832,1666,958,1,-1,urchin,1
2,Produce_00840.jpg,7,1541,832,1666,958,1,-1,urchin,1
2,Produce_00960.jpg,8,1541,832,1666,958,1,-1,urchin,1
2,Produce_01080.jpg,9,1541,832,1666,958,1,-1,urchin,1
2,Produce_01200.jpg,10,1541.0000000000002,832,1666.0000000000002,958.0000000000001,1,-1,urchin,1
2,Produce_01320.jpg,11,1541,832,1666,958,1,-1,urchin,1
2,Produce_01440.jpg,12,1541,832,1666,958,1,-1,urchin,1
2,Produce_01560.jpg,13,1541,832,1666,958,1,-1,urchin,1
2,Produce_01680.jpg,14,1541,832,1666,958,1,-1,urchin,1
2,Produce_01800.jpg,15,1541.0000000000002,832,1666.0000000000002,958.0000000000001,1,-1,urchin,1
2,Produce_01920.jpg,16,1541,832,1666,958,1,-1,urchin,1
2,Produce_02040.jpg,17,1541,832,1666,958,1,-1,urchin,1
2,Produce_02160.jpg,18,1541,832,1666,958,1,-1,urchin,1
2,Produce_02280.jpg,19,1541,832,1666,958,1,-1,urchin,1
2,Produce_02400.jpg,20,1541,832.0000000000001,1666,958.0000000000001,1,-1,urchin,1
2,Produce_02520.jpg,21,1541,832,1666,958,1,-1,urchin,1
2,Produce_02640.jpg,22,1541,832,1666,958,1,-1,urchin,1
2,Produce_02760.jpg,23,1541,832,1666,958,1,-1,urchin,1
2,Produce_02880.jpg,24,1541,832,1666,958,1,-1,urchin,1
2,Produce_03000.jpg,25,1541,832,1666,958,1,-1,urchin,1
2,Produce_03120.jpg,26,1541,832,1666,958,1,-1,urchin,1
2,Produce_03240.jpg,27,1541.3333333333335,832.6666666666667,1666.3333333333335,958.6666666666667,1,-1,urchin,1
2,Produce_03360.jpg,28,1541.6666666666667,833.3333333333334,1666.6666666666667,959.3333333333334,1,-1,urchin,1
2,Produce_03480.jpg,29,1542,834,1667,960,1,-1,urchin,1
2,Produce_03600.jpg,30,1542.3333333333333,834.6666666666666,1667.3333333333335,960.6666666666666,1,-1,urchin,1
2,Produce_03720.jpg,31,1542.6666666666667,835.3333333333334,1667.6666666666665,961.3333333333334,1,-1,urchin,1
2,Produce_03840.jpg,32,1543,836,1668,962,1,-1,urchin,1
2,Produce_03960.jpg,33,1543.25,837.25,1668.25,963.25,1,-1,urchin,1
2,Produce_04080.jpg,34,1543.5,838.5,1668.5,964.5,1,-1,urchin,1
2,Produce_04200.jpg,35,1543.75,839.75,1668.75,965.75,1,-1,urchin,1
2,Produce_04320.jpg,36,1544,841,1669,967,1,-1,urchin,1
2,Produce_04440.jpg,37,1544.25,842.25,1669.25,968.25,1,-1,urchin,1
2,Produce_04560.jpg,38,1544.5,843.5,1669.5,969.5,1,-1,urchin,1
2,Produce_04680.jpg,39,1544.75,844.75,1669.75,970.75,1,-1,urchin,1
2,Produce_04800.jpg,40,1545,846,1670,972,1,-1,urchin,1
2,Produce_04920.jpg,41,1544.375,847,1669.375,973,1,-1,urchin,1
2,Produce_05040.jpg,42,1543.75,848,1668.75,974,1,-1,urchin,1
2,Produce_05160.jpg,43,1543.125,849,1668.125,975,1,-1,urchin,1
2,Produce_05280.jpg,44,1542.5,850,1667.5,976,1,-1,urchin,1
2,Produce_05400.jpg,45,1541.875,851,1666.875,977,1,-1,urchin,1
2,Produce_05520.jpg,46,1541.25,852,1666.25,978,1,-1,urchin,1
2,Produce_05640.jpg,47,1540.625,853,1665.625,979,1,-1,urchin,1
2,Produce_05760.jpg,48,1540,854,1665,980,1,-1,urchin,1
2,Produce_05880.jpg,49,1541,851.5,1666,977.5,1,-1,urchin,1
2,Produce_06000.jpg,50,1542,849,1667,975,1,-1,urchin,1
2,Produce_06120.jpg,51,1542,858,1667,984,1,-1,urchin,1
2,Produce_06240.jpg,52,1540.8000000000002,861.4000000000001,1665.8000000000002,987.4000000000001,1,-1,urchin,1
2,Produce_06360.jpg,53,1539.6,864.8,1664.6,990.8,1,-1,urchin,1
2,Produce_06480.jpg,54,1538.4,868.2,1663.4,994.2,1,-1,urchin,1
2,Produce_06600.jpg,55,1537.2,871.5999999999999,1662.2,997.6,1,-1,urchin,1
2,Produce_06720.jpg,56,1536,875,1661,1001,1,-1,urchin,1
2,Produce_06840.jpg,57,1536,873.6666666666667,1661,999.6666666666667,1,-1,urchin,1
2,Produce_06960.jpg,58,1536,872.3333333333333,1661,998.3333333333333,1,-1,urchin,1
2,Produce_07080.jpg,59,1536,871,1661,997,1,-1,urchin,1
2,Produce_07200.jpg,60,1535.3333333333333,878,1660.3333333333335,1004,1,-1,urchin,1
2,Produce_07320.jpg,61,1534.6666666666665,885,1659.6666666666667,1011,1,-1,urchin,1
2,Produce_07440.jpg,62,1534,892,1659,1018,1,-1,urchin,1
2,Produce_07560.jpg,63,1534.8333333333335,892.5,1659.8333333333333,1018.5,1,-1,urchin,1
2,Produce_07680.jpg,64,1535.6666666666667,893,1660.666666666667,1019,1,-1,urchin,1
2,Produce_07800.jpg,65,1536.5,893.5,1661.5,1019.5,1,-1,urchin,1
2,Produce_07920.jpg,66,1537.3333333333335,894,1662.3333333333335,1020,1,-1,urchin,1
2,Produce_08040.jpg,67,1538.1666666666665,894.5,1663.1666666666667,1020.5,1,-1,urchin,1
2,Produce_08160.jpg,68,1539,895,1664,1021,1,-1,urchin,1
2,Produce_08280.jpg,69,1539.5,895,1664.5,1021,1,-1,urchin,1
2,Produce_08400.jpg,70,1540,895,1665,1021,1,-1,urchin,1
2,Produce_08520.jpg,71,1540.5,895,1665.5,1021,1,-1,urchin,1
2,Produce_08640.jpg,72,1541,895,1666,1021,1,-1,urchin,1
2,Produce_08760.jpg,73,1541.75,894.625,1666.75,1020.625,1,-1,urchin,1
2,Produce_08880.jpg,74,1542.5,894.25,1667.5,1020.25,1,-1,urchin,1
2,Produce_09000.jpg,75,1543.25,893.875,1668.25,1019.875,1,-1,urchin,1
2,Produce_09120.jpg,76,1544,893.5,1669,1019.5,1,-1,urchin,1
2,Produce_09240.jpg,77,1544.75,893.125,1669.75,1019.125,1,-1,urchin,1
2,Produce_09360.jpg,78,1545.5,892.75,1670.5,1018.75,1,-1,urchin,1
2,Produce_09480.jpg,79,1546.25,892.375,1671.25,1018.375,1,-1,urchin,1
2,Produce_09600.jpg,80,1547,892,1672,1018,1,-1,urchin,1
2,Produce_09720.jpg,81,1547.6000000000001,891.4000000000001,1672.6000000000001,1017.4000000000001,1,-1,urchin,1
2,Produce_09840.jpg,82,1548.1999999999998,890.8,1673.1999999999998,1016.8,1,-1,urchin,1
2,Produce_09960.jpg,83,1548.8000000000002,890.2,1673.8000000000002,1016.2,1,-1,urchin,1
2,Produce_10080.jpg,84,1549.3999999999999,889.6,1674.3999999999999,1015.5999999999999,1,-1,urchin,1
2,Produce_10200.jpg,85,1550,889,1675,1015,1,-1,urchin,1
3,Produce_00000.jpg,0,1919,1136,1963,1180,1,-1,baby_star,1
3,Produce_00120.jpg,1,1915.6666666666667,1136,1959.6666666666667,1180,1,-1,baby_star,1
3,Produce_00240.jpg,2,1912.3333333333333,1136,1956.3333333333335,1180,1,-1,baby_star,1
3,Produce_00360.jpg,3,1909,1136,1953,1180,1,-1,baby_star,1
3,Produce_00480.jpg,4,1900,1140,1944,1184,1,-1,baby_star,1
3,Produce_00600.jpg,5,1896.3333333333335,1143.3333333333335,1938.666666666667,1187.3333333333335,1,-1,baby_star,1
3,Produce_00720.jpg,6,1892.6666666666665,1146.6666666666667,1933.3333333333335,1190.6666666666667,1,-1,baby_star,1
3,Produce_00840.jpg,7,1889,1150,1928,1194,1,-1,baby_star,1
3,Produce_00960.jpg,8,1884.5,1155,1921.5,1199,1,-1,baby_star,1
3,Produce_01080.jpg,9,1880,1160,1915,1204,1,-1,baby_star,1
3,Produce_01200.jpg,10,1872.6666666666667,1162,1908.3333333333335,1205,1,-1,baby_star,1
3,Produce_01320.jpg,11,1865.3333333333333,1164,1901.6666666666665,1206,1,-1,baby_star,1
3,Produce_01440.jpg,12,1858,1166,1895,1207,1,-1,baby_star,1
3,Produce_01560.jpg,13,1867,1179,1904,1209,1,-1,baby_star,1
3,Produce_01680.jpg,14,1881,1164,1918,1204,1,-1,baby_star,1
3,Produce_01800.jpg,15,1857,1160,1905,1196,1,-1,baby_star,1
3,Produce_01920.jpg,16,1855,1160,1893,1197,1,-1,baby_star,1
3,Produce_02040.jpg,17,1853,1162,1890,1197,1,-1,baby_star,1
3,Produce_02160.jpg,18,1853,1162,1892,1197,1,-1,baby_star,1
3,Produce_02280.jpg,19,1843.5,1145.5,1885,1181,1,-1,baby_star,1
3,Produce_02400.jpg,20,1834,1129,1878,1165,1,-1,baby_star,1
3,Produce_02520.jpg,21,1837,1119,1876,1155,1,-1,baby_star,1
3,Produce_02640.jpg,22,1836,1115,1878,1149,1,-1,baby_star,1
3,Produce_02760.jpg,23,1835.0000000000002,1115.3333333333335,1875.666666666667,1152,1,-1,baby_star,1
3,Produce_02880.jpg,24,1834,1115.6666666666667,1873.3333333333335,1155,1,-1,baby_star,1
3,Produce_03000.jpg,25,1833,1116,1871,1158,1,-1,baby_star,1
3,Produce_03120.jpg,26,1832,1117,1870,1158.5,1,-1,baby_star,1
3,Produce_03240.jpg,27,1831,1118,1869,1159,1,-1,baby_star,1
3,Produce_03360.jpg,28,1830.3333333333335,1117.3333333333335,1868.3333333333335,1158.3333333333335,1,-1,baby_star,1
3,Produce_03480.jpg,29,1829.6666666666665,1116.6666666666667,1867.6666666666665,1157.6666666666665,1,-1,baby_star,1
3,Produce_03600.jpg,30,1829,1116,1867,1157,1,-1,baby_star,1
3,Produce_03720.jpg,31,1828,1117,1866,1156,1,-1,baby_star,1
3,Produce_03840.jpg,32,1827,1117,1866,1156,1,-1,baby_star,1
3,Produce_03960.jpg,33,1825,1114.5,1865.5,1155.5,1,-1,baby_star,1
3,Produce_04080.jpg,34,1823,1112,1865,1155,1,-1,baby_star,1
3,Produce_04200.jpg,35,1824,1105,1864,1145,1,-1,baby_star,1
3,Produce_04320.jpg,36,1824,1103.5,1864.25,1144,1,-1,baby_star,1
3,Produce_04440.jpg,37,1824,1102,1864.5,1143,1,-1,baby_star,1
3,Produce_04560.jpg,38,1824,1100.5,1864.75,1142,1,-1,baby_star,1
3,Produce_04680.jpg,39,1824,1099,1865,1141,1,-1,baby_star,1
3,Produce_04800.jpg,40,1823,1080,1865,1123,1,-1,baby_star,1
3,Produce_04920.jpg,41,1820,1072,1860,1112,1,-1,baby_star,1
3,Produce_05040.jpg,42,1822,1074,1862,1114,1,-1,baby_star,1
3,Produce_05160.jpg,43,1818,1074,1858,1114,1,-1,baby_star,1
3,Produce_05280.jpg,44,1815.666666666667,1075.3333333333335,1855.6666666666667,1115.3333333333335,1,-1,baby_star,1
3,Produce_05400.jpg,45,1813.3333333333335,1076.6666666666667,1853.3333333333335,1116.6666666666665,1,-1,baby_star,1
3,Produce_05520.jpg,46,1811,1078,1851,1118,1,-1,baby_star,1
3,Produce_05640.jpg,47,1808.5,1071.5,1848.5,1111.5,1,-1,baby_star,1
3,Produce_05760.jpg,48,1806,1065,1846,1105,1,-1,baby_star,1
3,Produce_05880.jpg,49,1808,1038,1848,1078,1,-1,baby_star,1
3,Produce_06000.jpg,50,1808,1038.5,1849.5,1081,1,-1,baby_star,1
3,Produce_06120.jpg,51,1808,1039,1851,1084,1,-1,baby_star,1
3,Produce_06240.jpg,52,1810.5,1043,1852,1086.5,1,-1,baby_star,1
3,Produce_06360.jpg,53,1813,1047,1853,1089,1,-1,baby_star,1
3,Produce_06480.jpg,54,1811,1067,1851,1109,1,-1,baby_star,1
3,Produce_06600.jpg,55,1814,1057,1854,1099,1,-1,baby_star,1
3,Produce_06720.jpg,56,1812,1065,1852,1107,1,-1,baby_star,1
3,Produce_06840.jpg,57,1812.5,1064.5,1852.5,1106.5,1,-1,baby_star,1
3,Produce_06960.jpg,58,1813,1064,1853,1106,1,-1,baby_star,1
3,Produce_07080.jpg,59,1814,1060,1854,1102,1,-1,baby_star,1
3,Produce_07200.jpg,60,1810,1079,1850,1121,1,-1,baby_star,1
3,Produce_07320.jpg,61,1808.5,1081,1848.5,1123,1,-1,baby_star,1
3,Produce_07440.jpg,62,1807,1083,1847,1125,1,-1,baby_star,1
3,Produce_07560.jpg,63,1806.5,1084,1846.5,1126,1,-1,baby_star,1
3,Produce_07680.jpg,64,1806,1085,1846,1127,1,-1,baby_star,1
3,Produce_07800.jpg,65,1806.75,1081.5,1846.75,1123.5,1,-1,baby_star,1
3,Produce_07920.jpg,66,1807.5,1078,1847.5,1120,1,-1,baby_star,1
3,Produce_08040.jpg,67,1808.25,1074.5,1848.25,1116.5,1,-1,baby_star,1
3,Produce_08160.jpg,68,1809,1071,1849,1113,1,-1,baby_star,1
3,Produce_08280.jpg,69,1810.666666666667,1067.3333333333335,1850.6666666666667,1105.6666666666667,1,-1,baby_star,1
3,Produce_08400.jpg,70,1812.3333333333335,1063.6666666666667,1852.3333333333335,1098.3333333333333,1,-1,baby_star,1
3,Produce_08520.jpg,71,1814,1060,1854,1091,1,-1,baby_star,1
3,Produce_08640.jpg,72,1810,1056.3333333333335,1852.0000000000002,1090,1,-1,baby_star,1
3,Produce_08760.jpg,73,1806,1052.6666666666665,1850,1089,1,-1,baby_star,1
3,Produce_08880.jpg,74,1802,1049,1848,1088,1,-1,baby_star,1
3,Produce_09000.jpg,75,1800.3333333333335,1049.6666666666667,1846.3333333333335,1089.3333333333335,1,-1,baby_star,1
3,Produce_09120.jpg,76,1798.6666666666667,1050.3333333333333,1844.6666666666665,1090.6666666666667,1,-1,baby_star,1
3,Produce_09240.jpg,77,1797,1051,1843,1092,1,-1,baby_star,1
3,Produce_09360.jpg,78,1801,1043,1847,1084,1,-1,baby_star,1
3,Produce_09480.jpg,79,1793.6666666666667,1027.6666666666667,1840,1070.3333333333335,1,-1,baby_star,1
3,Produce_09600.jpg,80,1786.3333333333335,1012.3333333333333,1833,1056.6666666666665,1,-1,baby_star,1
3,Produce_09720.jpg,81,1779,997,1826,1043,1,-1,baby_star,1
3,Produce_09840.jpg,82,1777,985,1824,1031,1,-1,baby_star,1
3,Produce_09960.jpg,83,1779,974,1826,1020,1,-1,baby_star,1
3,Produce_10080.jpg,84,1774,971,1821,1017,1,-1,baby_star,1
3,Produce_10200.jpg,85,1780,977,1827,1023,1,-1,baby_star,1
4,Produce_03960.jpg,33,1305,1588,1769,2159,1,-1,crab,1
4,Produce_04080.jpg,34,2618,864,3041,1429,1,-1,crab,1
4,Produce_04200.jpg,35,2868,-3,3268,486,1,-1,crab,1
5,Produce_00600.jpg,5,1739,310,2234,850,1,-1,crab,1
6,Produce_00000.jpg,0,479,203,574,339,1,-1,urchin,1
6,Produce_00120.jpg,1,479,203,569,339,1,-1,urchin,1
6,Produce_00240.jpg,2,478.33333333333337,205.66666666666669,558.6666666666667,341.6666666666667,1,-1,urchin,1
6,Produce_00360.jpg,3,477.6666666666667,208.33333333333331,548.3333333333333,344.3333333333333,1,-1,urchin,1
6,Produce_00480.jpg,4,477,211,538,347,1,-1,urchin,1
6,Produce_00600.jpg,5,477,211,528,347,1,-1,urchin,1
6,Produce_00720.jpg,6,477,211,518,347,1,-1,urchin,1
6,Produce_00840.jpg,7,477,211,505.5,347,1,-1,urchin,1
6,Produce_00960.jpg,8,477,211,493,347,1,-1,urchin,1
7,Produce_00000.jpg,0,774,325,915,463,1,-1,urchin,1
7,Produce_00120.jpg,1,774.4444444444445,325.3333333333333,915.4444444444443,463.3333333333333,1,-1,urchin,1
7,Produce_00240.jpg,2,774.8888888888889,325.66666666666663,915.8888888888888,463.6666666666667,1,-1,urchin,1
7,Produce_00360.jpg,3,775.3333333333335,326,916.3333333333335,464,1,-1,urchin,1
7,Produce_00480.jpg,4,775.7777777777778,326.33333333333337,916.7777777777778,464.3333333333333,1,-1,urchin,1
7,Produce_00600.jpg,5,776.2222222222222,326.66666666666663,917.2222222222222,464.6666666666667,1,-1,urchin,1
7,Produce_00720.jpg,6,776.6666666666667,327,917.6666666666667,465,1,-1,urchin,1
7,Produce_00840.jpg,7,777.1111111111111,327.3333333333333,918.1111111111111,465.33333333333337,1,-1,urchin,1
7,Produce_00960.jpg,8,777.5555555555555,327.6666666666667,918.5555555555555,465.66666666666663,1,-1,urchin,1
7,Produce_01080.jpg,9,778,328,919,466,1,-1,urchin,1
7,Produce_01200.jpg,10,788.4000000000001,333.80000000000007,929.4000000000001,471.8,1,-1,urchin,1
7,Produce_01320.jpg,11,798.8,339.6,939.8,477.59999999999997,1,-1,urchin,1
7,Produce_01440.jpg,12,809.2,345.4,950.2,483.4,1,-1,urchin,1
7,Produce_01560.jpg,13,819.5999999999999,351.2,960.6,489.2,1,-1,urchin,1
7,Produce_01680.jpg,14,830,357,971,495,1,-1,urchin,1
7,Produce_01800.jpg,15,840.5,358,981.5,496,1,-1,urchin,1
7,Produce_01920.jpg,16,851,359,992,497,1,-1,urchin,1
7,Produce_02040.jpg,17,852.5555555555555,359.55555555555554,993.5555555555554,497.55555555555554,1,-1,urchin,1
7,Produce_02160.jpg,18,854.1111111111111,360.1111111111111,995.1111111111111,498.1111111111111,1,-1,urchin,1
7,Produce_02280.jpg,19,855.6666666666667,360.6666666666667,996.6666666666667,498.6666666666667,1,-1,urchin,1
7,Produce_02400.jpg,20,857.2222222222222,361.22222222222223,998.2222222222222,499.22222222222223,1,-1,urchin,1
7,Produce_02520.jpg,21,858.7777777777778,361.77777777777777,999.7777777777778,499.7777777777778,1,-1,urchin,1
7,Produce_02640.jpg,22,860.3333333333333,362.33333333333337,1001.3333333333333,500.3333333333333,1,-1,urchin,1
7,Produce_02760.jpg,23,861.8888888888889,362.8888888888889,1002.8888888888889,500.8888888888889,1,-1,urchin,1
7,Produce_02880.jpg,24,863.4444444444443,363.44444444444446,1004.4444444444445,501.4444444444444,1,-1,urchin,1
7,Produce_03000.jpg,25,865,364,1006,502,1,-1,urchin,1
7,Produce_03120.jpg,26,864.4,364.8,1005.4000000000001,502.8,1,-1,urchin,1
7,Produce_03240.jpg,27,863.8,365.6,1004.8000000000001,503.6,1,-1,urchin,1
7,Produce_03360.jpg,28,863.1999999999999,366.4,1004.2,504.4,1,-1,urchin,1
7,Produce_03480.jpg,29,862.6,367.20000000000005,1003.6,505.2,1,-1,urchin,1
7,Produce_03600.jpg,30,862,368,1003,506,1,-1,urchin,1
7,Produce_03720.jpg,31,860.5,367.5,1001.5,505.5,1,-1,urchin,1
7,Produce_03840.jpg,32,859,367,1000,505,1,-1,urchin,1
7,Produce_03960.jpg,33,864,350.33333333333337,1005,488.33333333333337,1,-1,urchin,1
7,Produce_04080.jpg,34,869,333.66666666666663,1010,471.66666666666663,1,-1,urchin,1
7,Produce_04200.jpg,35,874,317,1015,455,1,-1,urchin,1
7,Produce_04320.jpg,36,889.5,317.5,1030.5,455.5,1,-1,urchin,1
7,Produce_04440.jpg,37,905,318,1046,456,1,-1,urchin,1
7,Produce_04560.jpg,38,879,318,1020,456,1,-1,urchin,1
7,Produce_04680.jpg,39,840,336,981,474,1,-1,urchin,1
7,Produce_04800.jpg,40,806,339,947,477,1,-1,urchin,1
7,Produce_04920.jpg,41,792.5,336.5,933.5,474.5,1,-1,urchin,1
