# 1: Detection or Track-id,  2: Video or Image Identifier,  3: Unique Frame Identifier,  4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),  8: Detection or Length Confidence,  9: Target Length (0 or -1 if invalid),  10-11+: Repeated Species, Confidence Pairs or Attributes
# Written on: Mon Dec 13 08:57:47 2021   by: write_detected_object_set_viame_csv
57,Produce_00120.jpg,0,2211.8,464,2310.8,559,1,0,urchin,1
58,Produce_00120.jpg,0,1780,66,1969,243,1,0,urchin,1
59,Produce_00120.jpg,0,2947,391,3040,492,1,0,covered_urchin,1
60,Produce_00120.jpg,0,2667,789,2750,873,1,0,urchin,1
61,Produce_00120.jpg,0,3161.6,515.8,3316.6,664.8,1,0,urchin,1
62,Produce_00120.jpg,0,3041.5,368,3138.5,451,1,0,covered_urchin,1
63,Produce_00120.jpg,0,2737.5,306.5,2848.75,419.25,1,0,covered_urchin,1
64,Produce_00120.jpg,0,2505.2,236.4,2583.2,329.4,1,0,covered_urchin,1
65,Produce_00120.jpg,0,2692,347,2741,403,1,0,covered_urchin,1
66,Produce_00120.jpg,0,2560,0,2632,35,1,0,covered_urchin,1
67,Produce_00120.jpg,0,2172,588,2254,672,1,0,covered_urchin,1
68,Produce_00120.jpg,0,3346,1879,3361,1966,1,0,covered_urchin,1
69,Produce_00120.jpg,0,1696.4,1606,1766.4,1678,1,0,covered_urchin,1
70,Produce_00120.jpg,0,1884,1691.67,1954,1753.67,1,0,covered_urchin,1
71,Produce_00120.jpg,0,1690,1094.75,1758,1171.75,1,0,covered_urchin,1
72,Produce_00120.jpg,0,1435,1225.33,1513,1291.33,1,0,covered_urchin,1
73,Produce_00120.jpg,0,1325,1232.67,1420,1298.67,1,0,covered_urchin,1
74,Produce_00120.jpg,0,609.25,1165,699.25,1244,1,0,covered_urchin,1
75,Produce_00120.jpg,0,2654.67,986.667,2716.67,1040.67,1,0,urchin,1
76,Produce_00240.jpg,1,949,1043,1216,1280,1,0,urchin,1
77,Produce_00240.jpg,1,1311,845,1440,970,1,0,urchin,1
78,Produce_00240.jpg,1,1541,832,1666,958,1,0,urchin,1
79,Produce_00240.jpg,1,1912.33,1136,1956.33,1180,1,0,baby_star,1
80,Produce_00240.jpg,1,478.333,205.667,558.667,341.667,1,0,urchin,1
81,Produce_00240.jpg,1,774.889,325.667,915.889,463.667,1,0,urchin,1
82,Produce_00240.jpg,1,634.2,57,824.2,239,1,0,urchin,1
83,Produce_00240.jpg,1,918,602,1029,712,1,0,urchin,1
84,Produce_00240.jpg,1,766,833,993,1059,1,0,covered_urchin,1
85,Produce_00240.jpg,1,858.2,-0.4,986.2,106.2,1,0,urchin,1
86,Produce_00240.jpg,1,672,-1,841,98,1,0,urchin,1
87,Produce_00240.jpg,1,1069,117.2,1137.2,198.2,1,0,covered_urchin,1
88,Produce_00240.jpg,1,1427,0,1577,139,1,0,urchin,1
89,Produce_00240.jpg,1,1330.6,120.6,1408.6,189.6,1,0,covered_urchin,1
90,Produce_00240.jpg,1,1236.25,247.875,1355.25,370.875,1,0,urchin,1
91,Produce_00240.jpg,1,1689.4,60.6,1781.4,158.6,1,0,urchin,1
92,Produce_00240.jpg,1,1520,110,1593,190,1,0,urchin,1
93,Produce_00240.jpg,1,1401.64,647,1511,751,1,0,urchin,1
94,Produce_00240.jpg,1,1588.43,515.143,1690.43,615.143,1,0,covered_urchin,1
95,Produce_00240.jpg,1,1854,235,1958,336,1,0,covered_urchin,1
96,Produce_00240.jpg,1,903.25,523.375,1004.25,613.375,1,0,urchin,1
97,Produce_00240.jpg,1,1339,1529,1529,1730,1,0,urchin,1
98,Produce_00240.jpg,1,1060.57,1321.86,1152.57,1412.86,1,0,covered_urchin,1
99,Produce_00240.jpg,1,1007.4,1386.4,1088.4,1461.4,1,0,covered_urchin,1
100,Produce_00240.jpg,1,941,1492.4,1016,1547.4,1,0,covered_urchin,1
101,Produce_00240.jpg,1,1019.5,1574,1129.5,1685,1,0,urchin,1
102,Produce_00240.jpg,1,656,1615,771,1723,1,0,urchin,1
103,Produce_00240.jpg,1,480,1693,517.5,1823,1,0,urchin,1
104,Produce_00240.jpg,1,475,2089,658,2160,1,0,urchin,1
105,Produce_00240.jpg,1,875,1960,1037,2138,1,0,urchin,1
106,Produce_00240.jpg,1,921,2090,1104,2160,1,0,urchin,1
107,Produce_00240.jpg,1,1132,1797,1268,1948,1,0,urchin,1
108,Produce_00240.jpg,1,1366.18,1720.18,1467.18,1812.18,1,0,urchin,1
109,Produce_00240.jpg,1,1370.8,1815.6,1450.8,1909.6,1,0,covered_urchin,1
110,Produce_00240.jpg,1,1671.67,1834.67,1857.67,2033.67,1,0,urchin,1
111,Produce_00240.jpg,1,1892.2,1957.4,2014.2,2077.4,1,0,covered_urchin,1
112,Produce_00240.jpg,1,1893,1856,2029,1984,1,0,urchin,1
113,Produce_00240.jpg,1,2210.17,1866.5,2363.33,2019.17,1,0,urchin,1
114,Produce_00240.jpg,1,2428,2100,2524,2168,1,0,urchin,1
115,Produce_00240.jpg,1,2479,1525.2,2560,1611.2,1,0,covered_urchin,1
116,Produce_00240.jpg,1,2498.6,1429.2,2614.6,1554.2,1,0,urchin,1
117,Produce_00240.jpg,1,2743,1615,2973,1836,1,0,urchin,1
118,Produce_00240.jpg,1,2802.5,1271.5,3008.5,1481.5,1,0,urchin,1
119,Produce_00240.jpg,1,3162,1585,3359,1773,1,0,urchin,1
120,Produce_00240.jpg,1,3009,1742,3103,1829,1,0,covered_urchin,1
121,Produce_00240.jpg,1,2622,2036,2712,2120,1,0,covered_urchin,1
122,Produce_00240.jpg,1,2720,1323,2793,1392,1,0,urchin,1
123,Produce_00240.jpg,1,2527,1258,2652,1375,1,0,urchin,1
124,Produce_00240.jpg,1,2752.5,816,2951.5,1011,1,0,urchin,1
125,Produce_00240.jpg,1,3230,1340,3361,1480,1,0,urchin,1
126,Produce_00240.jpg,1,3175.43,1226.43,3246.43,1306.43,1,0,covered_urchin,1
127,Produce_00240.jpg,1,3193,1165,3255,1232,1,0,covered_urchin,1
128,Produce_00240.jpg,1,3068.29,942.714,3148.29,1020.71,1,0,covered_urchin,1
129,Produce_00240.jpg,1,3315.5,843,3361,935,1,0,urchin,1
130,Produce_00240.jpg,1,2899.44,527.333,3088.44,705.333,1,0,urchin,1
131,Produce_00240.jpg,1,3099,154,3137,195,1,0,baby_star,1
132,Produce_00240.jpg,1,2185,357,2275,454,1,0,urchin,1
133,Produce_00240.jpg,1,2211.6,464,2310.6,559,1,0,urchin,1
134,Produce_00240.jpg,1,1800,76,1989,253,1,0,urchin,1
135,Produce_00240.jpg,1,2935,414,3028,513,1,0,covered_urchin,1
136,Produce_00240.jpg,1,2658,803,2741,887,1,0,urchin,1
137,Produce_00240.jpg,1,3161.2,515.6,3316.2,664.6,1,0,urchin,1
138,Produce_00240.jpg,1,3038,367,3135,450,1,0,covered_urchin,1
139,Produce_00240.jpg,1,2735,309,2845.5,421.5,1,0,covered_urchin,1
140,Produce_00240.jpg,1,2506.4,236.8,2584.4,329.8,1,0,covered_urchin,1
141,Produce_00240.jpg,1,2691,349,2740,405,1,0,covered_urchin,1
142,Produce_00240.jpg,1,2560,0,2632,35.6667,1,0,covered_urchin,1
143,Produce_00240.jpg,1,2172,588,2254,672,1,0,covered_urchin,1
144,Produce_00240.jpg,1,3337,1879,3361,1966,1,0,covered_urchin,1
145,Produce_00240.jpg,1,1696.8,1606,1766.8,1678,1,0,covered_urchin,1
146,Produce_00240.jpg,1,1878,1693.33,1948,1755.33,1,0,covered_urchin,1
147,Produce_00240.jpg,1,1690,1094.5,1758,1171.5,1,0,covered_urchin,1
148,Produce_00240.jpg,1,1435,1224.67,1513,1290.67,1,0,covered_urchin,1
149,Produce_00240.jpg,1,1330,1226.33,1425,1292.33,1,0,covered_urchin,1
150,Produce_00240.jpg,1,601.5,1163,691.5,1242,1,0,covered_urchin,1
151,Produce_00240.jpg,1,2655.33,987.333,2717.33,1041.33,1,0,urchin,1
152,Produce_00360.jpg,2,932,1046,1199,1283,1,0,urchin,1
153,Produce_00360.jpg,2,1302,848.5,1431,973.5,1,0,urchin,1
154,Produce_00360.jpg,2,1541,832,1666,958,1,0,urchin,1
155,Produce_00360.jpg,2,1909,1136,1953,1180,1,0,baby_star,1
156,Produce_00360.jpg,2,477.667,208.333,548.333,344.333,1,0,urchin,1
157,Produce_00360.jpg,2,775.333,326,916.333,464,1,0,urchin,1
158,Produce_00360.jpg,2,639.8,58,829.8,240,1,0,urchin,1
159,Produce_00360.jpg,2,923,597,1034,707,1,0,urchin,1
160,Produce_00360.jpg,2,770,835,997,1061,1,0,covered_urchin,1
161,Produce_00360.jpg,2,860.8,-0.6,988.8,106.8,1,0,urchin,1
162,Produce_00360.jpg,2,672,-1,841,98,1,0,urchin,1
163,Produce_00360.jpg,2,1069,123.8,1137.8,204.8,1,0,covered_urchin,1
164,Produce_00360.jpg,2,1427,0,1577,139,1,0,urchin,1
165,Produce_00360.jpg,2,1330.4,120.4,1408.4,189.4,1,0,covered_urchin,1
166,Produce_00360.jpg,2,1236.5,248.75,1355.5,371.75,1,0,urchin,1
167,Produce_00360.jpg,2,1689.8,58.2,1781.8,156.2,1,0,urchin,1
168,Produce_00360.jpg,2,1515.67,109.333,1588.67,189.333,1,0,urchin,1
169,Produce_00360.jpg,2,1401.45,647,1511,751,1,0,urchin,1
170,Produce_00360.jpg,2,1586.14,517.714,1688.14,617.714,1,0,covered_urchin,1
171,Produce_00360.jpg,2,1854,255.5,1958,360,1,0,covered_urchin,1
172,Produce_00360.jpg,2,901.5,527.75,1002.5,617.75,1,0,urchin,1
173,Produce_00360.jpg,2,1338.43,1528.43,1528.43,1729.43,1,0,urchin,1
174,Produce_00360.jpg,2,1059.86,1321.29,1151.86,1412.29,1,0,covered_urchin,1
175,Produce_00360.jpg,2,1005.8,1384.8,1086.8,1459.8,1,0,covered_urchin,1
176,Produce_00360.jpg,2,941,1491.6,1016,1546.6,1,0,covered_urchin,1
177,Produce_00360.jpg,2,1015,1575,1125,1686,1,0,urchin,1
178,Produce_00360.jpg,2,656,1615,771,1723,1,0,urchin,1
179,Produce_00360.jpg,2,480,1693,530,1823,1,0,urchin,1
180,Produce_00360.jpg,2,475,2089,658,2160,1,0,urchin,1
181,Produce_00360.jpg,2,875,1960,1037,2138,1,0,urchin,1
182,Produce_00360.jpg,2,921,2090,1104,2160,1,0,urchin,1
183,Produce_00360.jpg,2,1132,1797,1268,1948,1,0,urchin,1
184,Produce_00360.jpg,2,1366.27,1720.27,1467.27,1812.27,1,0,urchin,1
185,Produce_00360.jpg,2,1372.2,1816.4,1452.2,1910.4,1,0,covered_urchin,1
186,Produce_00360.jpg,2,1701,1871,1887,2070,1,0,urchin,1
187,Produce_00360.jpg,2,1891.8,1956.6,2013.8,2076.6,1,0,covered_urchin,1
188,Produce_00360.jpg,2,1893,1856,2029,1984,1,0,urchin,1
189,Produce_00360.jpg,2,2210.75,1867.25,2363,2018.75,1,0,urchin,1
190,Produce_00360.jpg,2,2420,2116,2516,2161,1,0,urchin,1
191,Produce_00360.jpg,2,2480,1526.8,2561,1612.8,1,0,covered_urchin,1
192,Produce_00360.jpg,2,2496.4,1430.8,2612.4,1555.8,1,0,urchin,1
193,Produce_00360.jpg,2,2738,1688,2968,1909,1,0,urchin,1
194,Produce_00360.jpg,2,2803.75,1274.25,3009.75,1484.25,1,0,urchin,1
195,Produce_00360.jpg,2,3162.67,1593,3359.67,1782.33,1,0,urchin,1
196,Produce_00360.jpg,2,3018,1739,3112,1829,1,0,covered_urchin,1
197,Produce_00360.jpg,2,2621.5,2034,2711.5,2118,1,0,covered_urchin,1
198,Produce_00360.jpg,2,2726,1359,2799,1428,1,0,urchin,1
199,Produce_00360.jpg,2,2501,1256,2626,1373,1,0,urchin,1
200,Produce_00360.jpg,2,2736.25,816,2935.25,1011,1,0,urchin,1
201,Produce_00360.jpg,2,3257,1361,3362,1501,1,0,urchin,1
202,Produce_00360.jpg,2,3178.14,1230.14,3249.14,1310.14,1,0,covered_urchin,1
203,Produce_00360.jpg,2,3193,1165,3257.33,1232,1,0,covered_urchin,1
204,Produce_00360.jpg,2,3068.57,941.429,3148.57,1019.43,1,0,covered_urchin,1
205,Produce_00360.jpg,2,3314.75,843,3361,935,1,0,urchin,1
206,Produce_00360.jpg,2,2898.67,527,3087.67,705,1,0,urchin,1
207,Produce_00360.jpg,2,3095.5,154,3133.5,195,1,0,baby_star,1
208,Produce_00360.jpg,2,2205,368,2295,465,1,0,urchin,1
209,Produce_00360.jpg,2,2211.4,464,2310.4,559,1,0,urchin,1
210,Produce_00360.jpg,2,1837,101,2026,278,1,0,urchin,1
211,Produce_00360.jpg,2,2894,421,2987,520,1,0,covered_urchin,1
212,Produce_00360.jpg,2,2639,812,2722,896,1,0,urchin,1
213,Produce_00360.jpg,2,3160.8,515.4,3315.8,664.4,1,0,urchin,1
214,Produce_00360.jpg,2,3014,369.25,3111,452.25,1,0,covered_urchin,1
215,Produce_00360.jpg,2,2732.5,311.5,2842.25,423.75,1,0,covered_urchin,1
216,Produce_00360.jpg,2,2507.6,237.2,2585.6,330.2,1,0,covered_urchin,1
217,Produce_00360.jpg,2,2690,351,2739,407,1,0,covered_urchin,1
218,Produce_00360.jpg,2,2560,0,2632,36.3333,1,0,covered_urchin,1
219,Produce_00360.jpg,2,3271,0,3351,33,1,0,urchin,1
220,Produce_00360.jpg,2,2172,588,2254,672,1,0,covered_urchin,1
221,Produce_00360.jpg,2,3329,1879,3361,1966,1,0,covered_urchin,1
222,Produce_00360.jpg,2,1697.2,1606,1767.2,1678,1,0,covered_urchin,1
223,Produce_00360.jpg,2,1872,1695,1942,1757,1,0,covered_urchin,1
224,Produce_00360.jpg,2,1690,1094.25,1758,1171.25,1,0,covered_urchin,1
225,Produce_00360.jpg,2,1435,1224,1513,1290,1,0,covered_urchin,1
226,Produce_00360.jpg,2,1335,1220,1430,1286,1,0,covered_urchin,1
227,Produce_00360.jpg,2,593.75,1161,683.75,1240,1,0,covered_urchin,1
228,Produce_00360.jpg,2,2656,988,2718,1042,1,0,urchin,1
229,Produce_00480.jpg,3,883,1060,1150,1297,1,0,urchin,1
230,Produce_00480.jpg,3,1293,852,1422,977,1,0,urchin,1
231,Produce_00480.jpg,3,1541,832,1666,958,1,0,urchin,1
232,Produce_00480.jpg,3,1900,1140,1944,1184,1,0,baby_star,1
233,Produce_00480.jpg,3,477,211,538,347,1,0,urchin,1
234,Produce_00480.jpg,3,775.778,326.333,916.778,464.333,1,0,urchin,1
235,Produce_00480.jpg,3,645.4,59,835.4,241,1,0,urchin,1
236,Produce_00480.jpg,3,939.5,598,1050.5,708,1,0,urchin,1
237,Produce_00480.jpg,3,774,837,1001,1063,1,0,covered_urchin,1
238,Produce_00480.jpg,3,863.4,-0.8,991.4,107.4,1,0,urchin,1
239,Produce_00480.jpg,3,672,-1,841,98,1,0,urchin,1
240,Produce_00480.jpg,3,1069,130.4,1138.4,211.4,1,0,covered_urchin,1
241,Produce_00480.jpg,3,1427,0,1577,139,1,0,urchin,1
242,Produce_00480.jpg,3,1330.2,120.2,1408.2,189.2,1,0,covered_urchin,1
243,Produce_00480.jpg,3,1236.75,249.625,1355.75,372.625,1,0,urchin,1
244,Produce_00480.jpg,3,1690.2,55.8,1782.2,153.8,1,0,urchin,1
245,Produce_00480.jpg,3,1511.33,108.667,1584.33,188.667,1,0,urchin,1
246,Produce_00480.jpg,3,1401.27,647,1511,751,1,0,urchin,1
247,Produce_00480.jpg,3,1583.86,520.286,1685.86,620.286,1,0,covered_urchin,1
248,Produce_00480.jpg,3,1854,276,1958,384,1,0,covered_urchin,1
249,Produce_00480.jpg,3,899.75,532.125,1000.75,622.125,1,0,urchin,1
250,Produce_00480.jpg,3,1337.86,1527.86,1527.86,1728.86,1,0,urchin,1
251,Produce_00480.jpg,3,1059.14,1320.71,1151.14,1411.71,1,0,covered_urchin,1
252,Produce_00480.jpg,3,1004.2,1383.2,1085.2,1458.2,1,0,covered_urchin,1
253,Produce_00480.jpg,3,941,1490.8,1016,1545.8,1,0,covered_urchin,1
254,Produce_00480.jpg,3,1004.5,1589,1114.5,1700,1,0,urchin,1
255,Produce_00480.jpg,3,656,1615,771,1723,1,0,urchin,1
256,Produce_00480.jpg,3,480,1693,537,1823,1,0,urchin,1
257,Produce_00480.jpg,3,475,2089,658,2160,1,0,urchin,1
258,Produce_00480.jpg,3,875,1960,1037,2138,1,0,urchin,1
259,Produce_00480.jpg,3,921,2090,1104,2160,1,0,urchin,1
260,Produce_00480.jpg,3,1132,1797,1268,1948,1,0,urchin,1
261,Produce_00480.jpg,3,1366.36,1720.36,1467.36,1812.36,1,0,urchin,1
262,Produce_00480.jpg,3,1373.6,1817.2,1453.6,1911.2,1,0,covered_urchin,1
263,Produce_00480.jpg,3,1725,1885,1911,2084,1,0,urchin,1
264,Produce_00480.jpg,3,1891.4,1955.8,2013.4,2075.8,1,0,covered_urchin,1
265,Produce_00480.jpg,3,1893,1856,2029,1984,1,0,urchin,1
266,Produce_00480.jpg,3,2211.33,1868,2362.67,2018.33,1,0,urchin,1
267,Produce_00480.jpg,3,2392,2122,2488,2160,1,0,urchin,1
268,Produce_00480.jpg,3,2481,1528.4,2562,1614.4,1,0,covered_urchin,1
269,Produce_00480.jpg,3,2494.2,1432.4,2610.2,1557.4,1,0,urchin,1
270,Produce_00480.jpg,3,2734,1728,2964,1952,1,0,urchin,1
271,Produce_00480.jpg,3,2805,1277,3011,1487,1,0,urchin,1
272,Produce_00480.jpg,3,3163.33,1601,3360.33,1791.67,1,0,urchin,1
273,Produce_00480.jpg,3,3026.5,1735.5,3122.5,1827,1,0,covered_urchin,1
274,Produce_00480.jpg,3,2621,2032,2711,2116,1,0,covered_urchin,1
275,Produce_00480.jpg,3,2727,1400,2806,1470,1,0,urchin,1
276,Produce_00480.jpg,3,2475,1254,2600,1371,1,0,urchin,1
277,Produce_00480.jpg,3,2720,816,2919,1011,1,0,urchin,1
278,Produce_00480.jpg,3,3266.5,1374.5,3363,1514.5,1,0,urchin,1
279,Produce_00480.jpg,3,3180.86,1233.86,3251.86,1313.86,1,0,covered_urchin,1
280,Produce_00480.jpg,3,3193,1165,3259.67,1232,1,0,covered_urchin,1
281,Produce_00480.jpg,3,3068.86,940.143,3148.86,1018.14,1,0,covered_urchin,1
282,Produce_00480.jpg,3,3314,843,3361,935,1,0,urchin,1
283,Produce_00480.jpg,3,2897.89,526.667,3086.89,704.667,1,0,urchin,1
284,Produce_00480.jpg,3,3092,154,3130,195,1,0,baby_star,1
285,Produce_00480.jpg,3,2237,378,2327,475,1,0,urchin,1
286,Produce_00480.jpg,3,2211.2,464,2310.2,559,1,0,urchin,1
287,Produce_00480.jpg,3,1853,126,2042,284,1,0,urchin,1
288,Produce_00480.jpg,3,2853,428,2946,527,1,0,covered_urchin,1
289,Produce_00480.jpg,3,2620,821,2703,905,1,0,urchin,1
290,Produce_00480.jpg,3,3160.4,515.2,3315.4,664.2,1,0,urchin,1
291,Produce_00480.jpg,3,2990,371.5,3087,454.5,1,0,covered_urchin,1
292,Produce_00480.jpg,3,2730,314,2839,426,1,0,covered_urchin,1
293,Produce_00480.jpg,3,2508.8,237.6,2586.8,330.6,1,0,covered_urchin,1
294,Produce_00480.jpg,3,2689,353,2738,409,1,0,covered_urchin,1
295,Produce_00480.jpg,3,2560,0,2632,37,1,0,covered_urchin,1
296,Produce_00480.jpg,3,3248,1,3350,65,1,0,urchin,1
297,Produce_00480.jpg,3,2172,588,2254,672,1,0,covered_urchin,1
298,Produce_00480.jpg,3,3303,1879,3361,1966,1,0,covered_urchin,1
299,Produce_00480.jpg,3,1697.6,1606,1767.6,1678,1,0,covered_urchin,1
300,Produce_00480.jpg,3,1873,1696.25,1943,1758.25,1,0,covered_urchin,1
301,Produce_00480.jpg,3,1690,1094,1758,1171,1,0,covered_urchin,1
302,Produce_00480.jpg,3,1435.5,1224.25,1513.5,1290.25,1,0,covered_urchin,1
303,Produce_00480.jpg,3,1330.5,1214.5,1425.5,1280.5,1,0,covered_urchin,1
304,Produce_00480.jpg,3,586,1159,676,1238,1,0,covered_urchin,1
305,Produce_00480.jpg,3,2659,990,2721,1044,1,0,urchin,1
306,Produce_00600.jpg,4,849,1041,1099,1269,1,0,urchin,1
307,Produce_00600.jpg,4,1262,861,1391,986,1,0,urchin,1
308,Produce_00600.jpg,4,1541,832,1666,958,1,0,urchin,1
309,Produce_00600.jpg,4,1896.33,1143.33,1938.67,1187.33,1,0,baby_star,1
310,Produce_00600.jpg,4,1739,310,2234,850,1,0,crab,1
311,Produce_00600.jpg,4,477,211,528,347,1,0,urchin,1
312,Produce_00600.jpg,4,776.222,326.667,917.222,464.667,1,0,urchin,1
313,Produce_00600.jpg,4,651,60,841,242,1,0,urchin,1
314,Produce_00600.jpg,4,956,599,1067,709,1,0,urchin,1
315,Produce_00600.jpg,4,774.6,838.8,1001.6,1064.8,1,0,covered_urchin,1
316,Produce_00600.jpg,4,866,-1,994,108,1,0,urchin,1
317,Produce_00600.jpg,4,672,-1,841,98,1,0,urchin,1
318,Produce_00600.jpg,4,1069,137,1139,218,1,0,covered_urchin,1
319,Produce_00600.jpg,4,1427,0,1577,139,1,0,urchin,1
320,Produce_00600.jpg,4,1330,120,1408,189,1,0,covered_urchin,1
321,Produce_00600.jpg,4,1237,250.5,1356,373.5,1,0,urchin,1
322,Produce_00600.jpg,4,1690.6,53.4,1782.6,151.4,1,0,urchin,1
323,Produce_00600.jpg,4,1507,108,1580,188,1,0,urchin,1
324,Produce_00600.jpg,4,1401.09,647,1511,751,1,0,urchin,1
325,Produce_00600.jpg,4,1581.57,522.857,1683.57,622.857,1,0,covered_urchin,1
326,Produce_00600.jpg,4,1853,288,1957,399,1,0,covered_urchin,1
327,Produce_00600.jpg,4,898,536.5,999,626.5,1,0,urchin,1
328,Produce_00600.jpg,4,1337.29,1527.29,1527.29,1728.29,1,0,urchin,1
329,Produce_00600.jpg,4,1058.43,1320.14,1150.43,1411.14,1,0,covered_urchin,1
330,Produce_00600.jpg,4,1002.6,1381.6,1083.6,1456.6,1,0,covered_urchin,1
331,Produce_00600.jpg,4,941,1490,1016,1545,1,0,covered_urchin,1
332,Produce_00600.jpg,4,994,1603,1104,1714,1,0,urchin,1
333,Produce_00600.jpg,4,656,1615,771,1723,1,0,urchin,1
334,Produce_00600.jpg,4,480,1714,549,1844,1,0,urchin,1
335,Produce_00600.jpg,4,475,2089,658,2160,1,0,urchin,1
336,Produce_00600.jpg,4,875,1960,1037,2138,1,0,urchin,1
337,Produce_00600.jpg,4,921,2090,1104,2160,1,0,urchin,1
338,Produce_00600.jpg,4,1132,1797,1268,1948,1,0,urchin,1
339,Produce_00600.jpg,4,1366.45,1720.45,1467.45,1812.45,1,0,urchin,1
340,Produce_00600.jpg,4,1375,1818,1455,1912,1,0,covered_urchin,1
